,Facility Name,Fuel,Fuel Cost ($/MMBtu),Gas price,Gas_Hubs,Heat rate (MMBtu/MWh),Marginal Cost ($/MWh),ORIS,Plant nameplate capacity (MW),State,Unit Group,VOM ($/MWh),Running Capacity (MW)
174,Willow Island Power Station,COAL,2.223397515527951,2.8025,Columbia Gas,14.357410881801126,36.92223168401059,3946,213.2,WV,,5.0,178542.90000000005
175,Richland Peaking Station,GAS,2.7023,2.7023,Lebanon,11.1,36.99553,2880,450,OH,Combustion turbine,7.0,178992.90000000005
176,Mecklenburg Power Station,COAL,2.223397515527951,1.95,Transco Zone 6 Non NY,14.506437768240342,37.25357769306641,52007,139.8,VA,Coal boiler,5.0,179132.70000000004
177,"Rocky Road Power, LLC",GAS,2.7393,2.7393,Chicago City Gate,11.273164861612514,37.88058050541516,55109,415.5,IL,Combustion turbine,7.0,179548.20000000004
178,Rolling Hills Generating LLC,GAS,2.7023,2.7023,Lebanon,11.508951406649617,38.10063938618926,55401,977.5,OH,Combustion turbine,7.0,180525.70000000004
179,"Troy Energy, LLC",GAS,2.7023,2.7023,Lebanon,11.563953488372093,38.24927151162791,55348,688,OH,Combustion turbine,7.0,181213.70000000004
180,Lincoln Generating Facility,GAS,2.7393,2.7393,Chicago City Gate,11.572254335260116,38.69987630057804,55222,692,IL,Combustion turbine,7.0,181905.70000000004
181,Darby Electric Generating Station,GAS,2.7023,2.7023,Lebanon,11.861702127659575,39.05387765957447,55247,564,OH,Combustion turbine,7.0,182469.70000000004
182,"Lee County Generating Station, LLC",GAS,2.7393,2.7393,Chicago City Gate,11.787819253438114,39.29037328094303,55236,814.4,IL,Combustion turbine,7.0,183284.10000000003
183,"Pleasants Energy, LLC",GAS,2.8025,2.8025,Columbia Gas,11.563953488372093,39.40797965116279,55349,344,WV,Combustion turbine,7.0,183628.10000000003
184,Tait Electric Generating Station,GAS,2.7023,2.7023,Lebanon,12.340425531914894,40.34753191489362,55248,376,OH,Combustion turbine,7.0,184004.10000000003
185,Crete Energy Park,GAS,2.7393,2.7393,Chicago City Gate,12.359550561797754,40.85651685393259,55253,356,IL,Combustion turbine,7.0,184360.10000000003
186,Ebensburg Power Company,COAL,2.223397515527951,1.42,Dominion South Point,16.145833333333332,40.898605719461706,10603,57.6,PA,Coal boiler,5.0,184417.70000000004
187,Wheelabrator - Frackville,COAL,2.223397515527951,1.42,Dominion South Point,16.166666666666668,40.944926501035205,50879,48,PA,Coal boiler,5.0,184465.70000000004
188,Scrubgrass Generating Plant,COAL,2.223397515527951,1.42,Dominion South Point,16.631467793030623,41.97836417060742,50974,94.7,PA,Coal boiler,5.0,184560.40000000005
189,Anderson,GAS,2.7023,2.7023,Lebanon,13.181979845880262,42.62166413752223,7336,168.7,IN,Combustion turbine,7.0,184729.10000000006
190,Omega JV2 Hamilton,GAS,2.7023,2.7023,Lebanon,13.21875,42.721028125000004,7782,32,OH,Combustion turbine,7.0,184761.10000000006
191,Omega JV2 Bowling Green,GAS,2.7023,2.7023,Lebanon,13.21875,42.721028125000004,7783,32,OH,Combustion turbine,7.0,184793.10000000006
192,"WPS Westwood Generation, LLC",COAL,2.223397515527951,1.42,Dominion South Point,17.083333333333332,42.98304089026916,50611,36,PA,Coal boiler,5.0,184829.10000000006
193,Ceredo Generating Station,GAS,2.8025,2.8025,Columbia Gas,12.878612716763005,43.092312138728325,55276,519,WV,Combustion turbine,7.0,185348.10000000006
194,Madison Generating Station,GAS,2.7023,2.7023,Lebanon,13.514450867052023,43.520100578034686,55110,692,OH,Combustion turbine,7.0,186040.10000000006
195,Richmond (IN),GAS,2.7023,2.7023,Lebanon,13.526570048309178,43.5528502415459,7335,82.8,IN,Combustion turbine,7.0,186122.90000000005
196,"Calumet Energy Team, LLC",GAS,2.7393,2.7393,Chicago City Gate,13.746803069053708,44.65661764705882,55296,312.8,IL,Combustion turbine,7.0,186435.70000000004
197,Frank M Tait Station,GAS,2.7023,2.7023,Lebanon,14.773473407747865,46.92235718975706,2847,304.6,OH,Combustion turbine,7.0,186740.30000000005
198,Rivesville Power Station,COAL,2.223397515527951,2.8025,Columbia Gas,19.5077484047402,48.37347933664371,3945,109.7,WV,,5.0,186850.00000000006
199,Woodsdale,GAS,2.7023,2.7023,Lebanon,17.0863938440014,53.17256208464499,7158,571.8,OH,Combustion turbine,7.0,187421.80000000005
200,Albright Power Station,COAL,2.223397515527951,2.8025,Columbia Gas,21.765636232925953,53.393661524172714,3942,278.2,WV,,5.0,187700.00000000006
201,"Edgecombe Genco, LLC",COAL,2.223397515527951,1.8908,Transco Zone 5,26.13240418118467,63.10272253121823,10384,114.8,NC,Coal boiler,5.0,187814.80000000005
202,Eddystone Generating Station,OIL,10.0,1.42,Dominion South Point,7.1445690973992875,71.44569097399287,3161,1568.8,PA,Coal boiler,0.0,189383.60000000003
203,Commonwealth Chesapeake,OIL,10.0,1.95,Transco Zone 6 Non NY,7.895652173913043,85.95652173913044,55381,402.5,VA,Combustion turbine,7.0,189786.10000000003
204,"Martins Creek, LLC",OIL,10.0,1.42,Dominion South Point,8.905123339658443,89.05123339658444,3148,2108,PA,Coal boiler,0.0,191894.10000000003
205,West Lorain,OIL,10.0,2.7023,Lebanon,9.809215262778977,105.09215262778977,2869,555.6,OH,Combustion turbine,7.0,192449.70000000004
206,Edge Moor,OIL,10.0,1.58,Transco Zone 6 NY,10.810924961283964,108.10924961283965,593,710.3,DE,Coal boiler,0.0,193160.00000000003
207,Sherman Avenue,OIL,10.0,1.95,Transco Zone 6 Non NY,10.72695035460993,114.26950354609929,7288,112.8,NJ,Combustion turbine,7.0,193272.80000000002
208,Van Sant,OIL,10.0,1.58,Transco Zone 6 NY,12.121951219512196,128.21951219512198,7318,45.1,DE,Combustion turbine,7.0,193317.90000000002
209,Vienna,OIL,10.0,1.95,Transco Zone 6 Non NY,13.289036544850498,132.89036544850498,1564,180.6,MD,Coal boiler,0.0,193498.50000000003
210,Delaware City Refinery,OTHF,,1.58,Transco Zone 6 NY,,,52193,325.2,DE,Coal boiler,0.0,193823.70000000004
